"AR_ID","YEAR","DEBT_RATIO","DPD","M_LAST_DPD"
"76269627",2023,0.330044293464251,NA,NA
"53720950",2023,0.0858906876203848,NA,NA
"46362866",2024,0.720820854955684,8,8
"60295607",2023,0.845081358340109,NA,NA
"63029620",2023,0.82196688229253,43,0
"51747841",2024,0,NA,NA
"56562840",2022,1,NA,NA
"03595650",2024,0.103984881166846,NA,NA
"45964422",2023,0.0904018027064969,NA,NA
"83608602",2023,NA,NA,NA
"18071755",2023,0.0792663600893226,NA,NA
"66846403",2022,0.303940238313387,NA,NA
"69429815",2023,0.0127489136327526,NA,NA
"56465356",2022,0.203333320135491,1,4
"85276376",2024,0.482483656411176,NA,NA
"95721187",2023,0.163161177845213,NA,NA
"04433982",2024,0.606306356550069,NA,NA
"72319018",2023,0.804344569468985,NA,NA
"29420991",2023,0.305579612173881,NA,NA
"91327794",2023,0.23744598811718,NA,NA
"83107232",2024,0.0859728608921119,NA,NA
"94222233",2024,0.92048606111818,3,4
"23716033",2023,1,NA,NA
"47408690",2023,0.0343606579386092,NA,NA
"19776931",2022,1,NA,NA
"95913191",2024,0.0227566674881354,NA,NA
"46895589",2024,0,NA,NA
"50948070",2023,0.27952414338546,101,4
"94277966",2024,1,67,7
"48460436",2022,0.863944961924312,NA,NA
"74696047",2022,0.113576280490137,NA,NA
"59590775",2024,0.257349291779429,NA,NA
"19947461",2023,0.557798108212784,NA,NA
"19549560",2023,0.240361043185642,NA,NA
"25878415",2023,0,1,0
"97860517",2023,0.628078750268117,NA,NA
"21968572",2022,0.653147179086247,NA,NA
"96283135",2024,0.352478334936889,NA,NA
"07587516",2023,0.943919924445279,NA,NA
"76222962",2022,0.251435458408679,NA,NA
"56289140",2023,0.201034610860114,NA,NA
"51314352",2023,0.561416776342205,NA,NA
"24593360",2022,0.387768373148631,NA,NA
"08351288",2024,0.226443739080125,4,12
"63420346",2022,0.240878417699369,NA,NA
"46339621",2023,0.136335167152277,1,0
"25143763",2024,0.439486871138739,NA,NA
"47584107",2022,1,NA,NA
"44366184",2022,0.0541925385585122,NA,NA
"91396098",2022,0.621179277758136,NA,NA
"29830847",2023,1,1,0
"22938940",2023,0.641339441581979,NA,NA
"23761739",2022,1,1,7
"83298461",2023,0.919447362117292,NA,NA
"23376519",2023,0.0349937084721155,NA,NA
"36534580",2024,0.932362352298942,NA,NA
"74150057",2022,0.145108944564439,1,9
"56824805",2023,0.899378526287317,NA,NA
"73230772",2024,0.826886729196429,NA,NA
"62065935",2024,0.0320239600430798,NA,NA
"52847228",2022,0.221940909886419,6,6
"11516618",2023,0.9726904063724,NA,NA
"68647670",2022,0.100142815961606,NA,NA
"16786338",2023,0.21393822826014,NA,NA
"00970539",2022,0.169001601002828,NA,NA
"55718497",2022,0.274842694465927,NA,NA
"55186266",2022,0.149043953992152,NA,NA
"84411071",2023,0.40749085315152,NA,NA
"23493075",2024,0.858670181692717,NA,NA
"86296794",2024,0.638551159355445,42,3
"65588414",2023,0.0795570001960208,NA,NA
"63921949",2023,0.886905529986943,NA,NA
"79480303",2024,0,NA,NA
"10920312",2023,1,NA,NA
"08711112",2023,0.0601519427073037,NA,NA
"22017267",2023,0.0364510478406126,NA,NA
"31885308",2023,0.252822432487016,NA,NA
"19725114",2024,0.115101962623403,NA,NA
"08248262",2022,0.816099670293427,NA,NA
"57254857",2022,0.884136727874782,NA,NA
"72969237",2022,0.96540493624135,NA,NA
"38406120",2024,0.648819435555603,NA,NA
"08254026",2022,0.155614054361625,NA,NA
"59512501",2024,0.612505253767458,NA,NA
"59089883",2022,0.147877841293821,NA,NA
"42975170",2023,0.577963382364346,1,7
"07277390",2022,0.0939256043733929,NA,NA
"53982999",2022,0.122143941393507,1,10
"90286291",2024,0.0894735770846806,NA,NA
"60468847",2024,0,NA,NA
"35173799",2023,0.830262299827993,NA,NA
"90483644",2023,1,NA,NA
"94522632",2022,0.174865892245789,NA,NA
"21573621",2024,0.956930085563727,1,9
"82881422",2023,0.513229039020144,NA,NA
"27665782",2024,1,NA,NA
"42341972",2022,0.0703744930279852,NA,NA
"71677668",2023,0.102778423659297,NA,NA
"37102942",2023,0.677625995603266,NA,NA
"74638405",2022,0.77485240254627,NA,NA
"64041868",2022,0.28175255500085,NA,NA
"53422010",2024,0.254234479774113,NA,NA
"24086592",2024,0,NA,NA
"85501346",2024,0.488857033174107,NA,NA
"84550408",2022,0.120592168398096,NA,NA
"84265369",2024,0,NA,NA
"66902603",2022,0.0714611261056158,NA,NA
"67921804",2023,0.149292632229459,NA,NA
"56149481",2023,0.187050716001103,NA,NA
"42707691",2022,0.128844239019457,NA,NA
"50490169",2024,0.599318999787153,NA,NA
"96670661",2022,0.633322196499147,NA,NA
"86800173",2023,0.663433148434146,NA,NA
"25537018",2022,0.455719259514382,NA,NA
"37919009",2023,0.276402576947912,NA,NA
"12719446",2023,0.481111430918273,NA,NA
"47728408",2024,0.921481085179416,NA,NA
"79940220",2024,0.016537142370009,NA,NA
"22997664",2024,0.107807096418492,NA,NA
"72115500",2022,0.119061250607612,NA,NA
"54639556",2022,0.628711526410489,NA,NA
"65856571",2024,0.00115130772401462,NA,NA
"54219674",2022,0.951932238566052,NA,NA
"86416852",2022,0.0331536077653133,NA,NA
"83500137",2024,0.800858209627101,NA,NA
"41666275",2023,0.205862711929811,NA,NA
"43781044",2023,1,NA,NA
"94053375",2022,0.226695764387683,NA,NA
"27537650",2022,0.549707989367229,NA,NA
"28949644",2023,0.120985009120652,NA,NA
"22395115",2022,0.722888475719746,NA,NA
"50962235",2023,0.835108281242755,NA,NA
"21059211",2024,0.0422049929078838,NA,NA
"97045364",2023,0.987133609851703,NA,NA
"36151264",2024,0.0337694386885194,NA,NA
"41640439",2022,0.679250748381377,NA,NA
"82165403",2022,0.859336560277362,NA,NA
"60011782",2023,0.573052678526897,NA,NA
"07882881",2022,0.60785161852951,NA,NA
"76685574",2023,0.0778977660879321,NA,NA
"10344966",2024,0.157344869551492,NA,NA
"03950258",2022,0.469354267189758,NA,NA
"84868223",2023,0.100210163274031,NA,NA
"96880277",2024,0.1102405199349,NA,NA
"50675134",2023,0.943374519491046,NA,NA
"25977327",2023,0.181315126590672,NA,NA
"52828897",2022,0.137797269263891,NA,NA
"83685726",2022,0.843009238247707,NA,NA
"53626878",2024,0.0779592115680319,NA,NA
"80701443",2024,0.275818269586994,NA,NA
"77527300",2022,0.609009690892795,NA,NA
"56871318",2023,0.73897389936958,NA,NA
"89000464",2022,0.75691117963587,NA,NA
"17187603",2022,0.131554215644939,NA,NA
"55695477",2022,0.674127054557213,NA,NA
"45954301",2024,0.418750060792866,2,1
"00753336",2023,0.042958500977689,NA,NA
"23285352",2022,0.779723350568085,NA,NA
"37484359",2024,0.18927798868537,NA,NA
"75980553",2023,0.128697133429583,NA,NA
"77967412",2024,0.585160367086487,NA,NA
"81499339",2023,0.235408602809776,NA,NA
"68495099",2022,0.782516699796412,NA,NA
"31833858",2024,1,NA,NA
"67561948",2022,0.733648061759132,NA,NA
"89199458",2022,1,NA,NA
"90666920",2023,0.0977321569277369,NA,NA
"52771197",2023,0.00400761006457678,NA,NA
"06704434",2023,0.126110846368478,1,0
"02893820",2023,0.206783111716639,NA,NA
"99325381",2023,0.242105638969736,NA,NA
"46272240",2024,0.130327765978387,1,4
"18433792",2023,0.0135427163034048,3,5
"22633913",2022,0.347247575659941,NA,NA
"21160124",2023,0.355211254112508,NA,NA
"55315441",2024,0.855799105183216,NA,NA
"35005082",2024,0.302721195144692,17,7
"00456062",2023,0.325911680344962,1,0
"37031527",2024,1,NA,NA
"11535796",2024,0,1,1
"42537042",2022,0.193668330610749,NA,NA
"27013716",2024,0.139260459521126,NA,NA
"92158019",2023,0.561222226145503,NA,NA
"23032125",2023,0.103633892409324,NA,NA
"24338121",2022,0.244893973059272,NA,NA
"32800119",2022,NA,NA,NA
"65383754",2023,0.106752800193153,NA,NA
"29027183",2023,0.0238980237952928,NA,NA
"01203375",2023,0.0558041209147132,NA,NA
"82157480",2023,0.0622332635635025,NA,NA
"61056424",2022,0.854638308073438,1,12
"59007775",2022,0.437987305876747,17,11
"69067377",2024,0.159242136124781,1,8
"63438621",2022,0.875135520552494,NA,NA
"07992426",2023,0.0225397983204866,NA,NA
"62248564",2022,0.286410843256831,1,7
"14228246",2023,1,NA,NA
"29464450",2024,0.611102886774662,NA,NA
"83857322",2023,0.319316864950819,1,0
"79116541",2023,0.0228369399075472,NA,NA
"26415193",2022,0.305188190308217,1,5
"11390010",2024,0.678271132119702,NA,NA
"18465555",2022,0.207345611820764,NA,NA
"82189054",2024,0.0629546477631973,59,7
"75970092",2023,0.630527212727933,NA,NA
"95555630",2022,0.800722512571773,NA,NA
"01740020",2023,0.82352310122071,NA,NA
"61920941",2024,0.0134253391282145,NA,NA
"27192430",2022,0.511843448128817,NA,NA
"66211418",2022,0.205902416850776,NA,NA
"31002410",2024,0,NA,NA
"03372997",2023,0.893501771750705,NA,NA
"97280788",2022,0.0849718962437838,NA,NA
"94152517",2022,0.645288277782153,NA,NA
"25187614",2022,0.151633866905078,1,9
"64902265",2022,0.231425699974105,NA,NA
"59526131",2023,0.0568475545841943,NA,NA
"90332695",2023,0.17080836778022,NA,NA
"72768495",2022,0.111817072805121,NA,NA
"64739851",2023,0.0600162469318752,NA,NA
"91516259",2022,0.0160218249905054,NA,NA
"84664102",2024,0.0432802891473122,92,4
"59230508",2023,0.196221079625086,NA,NA
"61056424",2023,0.761638308073438,NA,NA
"54275228",2024,0.347637094462834,NA,NA
"61582974",2024,0.105732665593203,NA,NA
"57752509",2024,0.149585326364874,NA,NA
"74053616",2024,0.0626262589571968,NA,NA
"71964130",2024,0.300492551542153,NA,NA
"10055445",2023,0.558183987625193,NA,NA
"93428053",2023,0.0670225976225787,NA,NA
"61685957",2022,0.141127467210848,NA,NA
"62236701",2022,0.181765657102962,NA,NA
"54540052",2024,0.237383496328417,NA,NA
"69796486",2022,0.369172546489599,NA,NA
"37530989",2023,0.967156326531926,88,8
"03866033",2023,0.0536682165720324,NA,NA
